Cleaned_Text,Score
"yeah , ` sound good",-1
` not,0
` procrastinate ! ( like .. ),0
", - muji yipee . anybody come ? send hahaha . somebody bring jt ` bsg disk ? haha",0
hot weather lose . clean ! clean heat suck ball .,-1
yay ! buy american dad volume 4 also see australia dvd . could lot cheap go ..,1
_ benson macarena never look good . love ' aaiiee ' squeak / exclamation,1
"fun : jessica alba weekly twitter follower count : 35,138 ( +5,468 ) . start look like movement .",0
see lil girl big eye hair like dora explorer . cute,1
* dance pirouette ballerina hug * morning awesome brudder !,1
"thank , sweetie . ` understand people mad something make choice life ..",1
"good luck breakfast search . we , go bed . lol . goodnight david .",1
gray ! .. feel neglected,-1
` sleep ! ! people keep textin ! !,-1
exam 8 .,0
no happy hour ccp eithah ` 2 bad,-1
` wish outside instead trap office .,1
funn !,1
watch thomas train engine make miss george carlin,-1
dsi late nintendo ds 2 camera + stuff build . gadget house . luckily get blackberrys free work,1
_ dave meany,0
"well guess depend , undergarment .",0
week fun .. hope next week even well nyc 19 day,1
worry reply send sms 78277 .,-1
happy mother ` day mommy grandma haha ily,1
want know ? ? .6 try ask p ` kia still not reply change status ` away `,0
_ yeah .. work 7 hrs,0
anyone know scale pic ` try change pic pic 2 big n keep crop .. help,-1
"` one , ` not , get carry",0
make google search page name,0
thankyou ur night ?,1
bird fly window parent house snap poor neck . get to bury,-1
` awake . anybody else awake ? wish live we since fun happen ` asleep !,1
"no way . sydney ? yeah , guy like semi - old version short stack . however , talent .",0
thank follow,1
"not feel 2day , leave glass peace unity .",0
guy ` keep voting ask u ` r follower help . 4days leave competition close .,0
` play leave 4 dead friend gilbert louie fun happy mother day mom ! ),0
wait around boyfriend . queen . .. look like ` go pour dt bklyn . umbrellaless,0
_ benson absolute legend ! love love love,1
lose fight tweefight . lose please revenge ! try,0
castiel lovee,1
( bullhorn ] tell ur friend 2 follow come onn ppl,0
go see grandad today < 3,0
kno can not deal . 9 - 5 life not,-1
feel crappy today,-1
make mind ..,0
"_ pina_14 not good ! ! would not like girl flirt colleague , would ?",-1
"wake , coffee , listen music , read rss .. sunday feel great",1
mom want lie . ` later . probably little 10 . ` sorry ` sick,-1
yeah hate ! ! sorry ur goin thru,-1
doggone ! get hour nap really want ponderosa chicken wing !,0
_ mc string dress .. work track please ! ! come ? ? ` ur big fan,1
"thankyou much , rock !",1
could not come see southend 2nd could not get ticket : [ ill come see solo tour,0
dey homie ? wish would stop rain already ! ! plus vacay almost,0
work climb season 2 episode 5 ! !,0
fo shizzle . . . ` bored wan na go something . wish go pisay today . oh wellz . wonder .,-1
binstruct suffer update mib package .. developer package holiday,-1
"also think ` talk . okay need get bed . btw , miss brother .",-1
link ` work,-1
"good day , ya ` ! happy mom ` day !",1
I m officially do school til fall .,0
` start long message .. get long write,0
"_ warwounds_c feel ya pain , ` get nasty cold . get well soon",0
almost lunch time,0
aww cutie,1
"thank follow , doug . like hat",1
happy mother ` day ~ single dad play mom dad role enjoy day,1
good day - lot stretch sleep sun,1
` want ! ! go cry way home ! !,-1
go dinner .. two we .. nicee,1
hairdye patch test smear white duvet cover * * * * . < 3,-1
wonderful mommy world ?,1
wow ` definitely friday- gym completely empty ! ? ` like play wii guess ` vacuum,0
", hell go school 2 hour next monday tuesday .. dumb snow day thier lame rule .. mom make go",-1
"dana find ` get take lunch , rather hour . hello delivery .",0
oww . ` even describe much back hurt . go go stupid doctor .,-1
wow .. god whole ui soo much snappy . ` responsive tweetdeck ! tweet feel like im laugh loud,0
ha I m glad stop rain . umbrella break today,0
eh shut freeway ! omw job interview guess ` go to late,-1
` true ! like ur momma ` style !,1
"great . ` cloud ` really , really dark grey right outside office window . sure lotta precip .",1
morning darlin ` hope ` feelin ` tip - top ?,1
"guy , nothing free life . shidduch money ?",0
"- ohh , lovely ! ` glad great time .",1
` think coffee work agree tummy,-1
thank ! carry craziness ! !,1
good luck auction,1
watch cavs ! !,0
guy say want spank,-1
"no one even like answer life last night , pshh",-1
"time revision listen album non - stop day , !",0
hahah lucky ! ! wait 4 day ! poop laugh loud about gold coast ? ( dnt mind ask ),1
` see craig might hog guy ! haha work till 10 tonight anyways,0
` spot ` .. ` tweet without ! ! thank share tonight .,1
wish jonathon ross ` audience right,0
"yeah , peep . good day catchup everyone",1
"yeah , ok , ` probably happen .",0
oh whatever ` excited anyway .,1
_ dang phone still break . come whenever .,-1
love cute texy message . especially call mandy,1
"_ cordon morning do bit . 2 week go , try get do advance . ` ?",0
haha ! remember ! trip fun . miss miss miss miss miss chu,0
sprain ankle like really badly tear stuff . hurt ! birthday weekend,-1
eat foot long subway like hour ago ! omg ! ` happy full . ` eat since b - fast . happy lis .,1
"sorry day bad gettin drink , good plan !",0
thank,1
love clutch ! ` lust one bright yellow,1
chance see race germany ? unfortunately hardly tv & news coverage cycling anymore !,-1
nite tweeple . tomorrow day 25 work .,0
oh no not difficult . ` nuts ` market home turf,1
work mama sweetdream !,1
ugh hate photobucket ! amazing place edit picture : use time .,-1
good morning another late sleeper . one excellent designer valerie ( see ) picture,1
twitter connect facebook &,0
tgif .. ' short ' week wayy long,-1
yeah .,0
` tell .,0
"mind abuzz : advertising industry + standard : ` hate like math , ok ?",0
lose $ work .. not happy right -- sloanster --,-1
k 3 slice leave,0
", body already develop mind ` mind refuse co - operate set schedule",0
asleep brother wake ask eat rest frost mini wheat . ` go back sleep .,-1
aww can not wait back la ! < 33,1
explore twitter ` world ! 2,0
"wonder ` awake 7 am , write new song , plot evil secret plot muahahaha .. oh * * , not secret anymore",0
` lose pocket knife suggestion replace ken onion chive ?,0
"work , no play .",0
"lol , see sunburnn not achurley bad =| least do not think xd",0
_ writer aww no one ?,0
enjoy coffee super delicious cookie,-1
pretty cool . kid * * adult fun .,1
give homeless lady name ruby ice cream sandwich cigarette . g00d dee day . : p,1
"yeah , ` everything become difficult generalisation break . not easy problem .",-1
hat move,-1
"aku kbangun gara2 mimpi , bad dream",-1
"sick week still not feel well , ` go lena ` cook - out gunna spend time fam !",-1
feel pretty * * gud ! do not even hangover nice feeling,1
say ?,0
_ truong sunbae * bad jst scratch wht say I m talk nonsense .. lol ! ! enjoy perf,0
yep still seat leave pracc workshop w/ & see,0
hehe yeah ! late hun,0
home ! tonight much fun ! goodnight twitterbug !,1
chat willy valdez comic_strip,0
"pretty amazing weekend far bedtime , , ` exhausted ! mother day tomorrow nighty night",0
think ` pull .,0
need plan . no one hang tomorrow . boo .,0
"wan na go , go . wan na find know .. david mileyy ! ? ?",0
greg pritchard get throw final britain get talent,-1
ahhaa gunna get straight back !,0
thank homskis ! like christmas !,1
ok .. twitter almost pass ! ! * * : ` (,-1
"ray ` good . mean lot say ! ` wait hang , hopefully soon !",1
"like tweetie well , use time",1
already noo !,-1
agree .,0
feelin lonely spendin last 50 hour friend,-1
yeah next time,0
aww .. mom appreciate much familia ! leave tour ?,1
chili night minneapolis . refuse turn heat may !,0
"george lopez , bed , mommys day tomorrow ; ) wish house hugh laurie , sexay . sometimes like way old guy .",1
rain rain go away,-1
"spend wonderful mother day brad , mom dad . happy mother day mom",1
finish bake cinnamon roll soo yummy !,1
ice cream ?,0
"` know , make lose",0
` msn,0
"course , evil day job want stay long . need win lottery .",1
"philosophical mood tonight , wander round dark",0
there s no thing,0
awesomeness,1
"back & e , nice doctor diagnose ligament damage , feel could still 5k run , might take 10 day heal",1
today last official day uni ! no balance uni work music ! ! til october atleast,0
"over - thought tie shoe , ` figure",-1
another manic monday .. wish sunday .. ` fun day happy monday twitterland,1
down 10 live abalone sashimi 2 bottle sake father - in - law . happy,1
"probably not good idea , hard tweet web , miss tweetdeck ! * cry *",-1
braid free miss thee .. blond come ! !,0
almost 100 case swine australia . hope may still decide come visit,0
chica ! two day ! want we elle .,0
"rap battle second sit , moviess haha ' swim lake sex'- matthew m. ( ghost girlfriend past )",0
remember put phone silent ! laugh loud night lovee,1
` listen .,0
first weekend home,0
"jungle book , mary poppin , bug life - depend want cartoon , live action cgi",0
good morning tweetie ! today ? rest richmond ready hit beach !,1
must love sydney do not leave we sydney kid * *,1
` baby,0
crash wi high .. miss mayfield,-1
ugh . go skool,0
bluedart take shipment way figure ' no deliver ' bring back ! database anyone ?,0
laugh loud biking manly,0
wake ungodly hour go work start get old . least coffee good,1
"hi angela , check email ? need one thing ( sorry ` day )",-1
finsh work eleven .. even allowd ? cauz really do not want .. laugh loud,-1
microsoft announce window 7 release candidate . download available tomorrow,0
' now never ' make cry everytime lol .,0
black russians make think ' white russian ' movie quotation : ' that rug really tie room together . ',0
fun wango tangoo !,1
hit christian head metal bat ! haha sock eye ! haha miss reckless little kid,-1
shame ! !,-1
guess ` mean change,0
parent wachte tv terrible nothing else sad,-1
"place call 0ut ! ! take , somebody",-1
dinner crown south moreton david stroppy teenager,0
get text ?,0
plenty good trivium wikihow . try help hope get sleep .,1
"time add rfid - ed object send message twitter everytime use - 2 coffee cup , armani code , pantone 109 mug",0
` xo,0
oh plzz never time ! !,-1
emma go 2 see diversity today : x,0
learn something new today,0
80 follower .. sad .,-1
"say get mcfly live album 2morrow , what s call ? * *",0
see good 1980 back comb poofy bangs morning 30yo .. 8 high . time turn around go .. no picture,0
need one .,1
dog go die somebody ` save !,-1
g ` gent season 1,0
yep ! !,0
"great day work kid , disappointment roof decal",0
feel extremally ill,-1
respect travis clark go 7.5 notch,-1
twitter suck,-1
_ rahal thing live always undeveloped picture future .,0
know see people love country could not get close ?,1
work 5 .. thank ppl get freakin starbuck . peace ppls !,0
realize fantastic nerdfriend no long live rochester,0
` like 20 buck 10 shot kind camera ?,0
"twenty20 cricket , beer sunshine good . well apart beer cause ` tablet !",1
say lo ` page do not exist,0
` get hitch get .,0
tonight fun . love girl tanna !,1
think up web site hat . still no brewing supply package . hold hostage work slow up delivery,-1
can not wait leave work,0
tired work .. king ` bounty add - on vampyre story evening x - men comixe completely donloade,-1
` wait 4 real bed ! haha,1
"goodmorne tweedle happy mood , think always past weekend . laugh loud vid ` beyonce weeknd ` come soon .",1
really always dirty ! ! ha ha ! ! * * addiction ? ?,-1
aww boo ! * * lovee girly thingss,1
chillin promote muzik .. not eat lmaao,1
guess freaky follower .,-1
feel like tweet no reason . um hii .,-1
` big moan dave leyrock .. I m 8hrs ! pity ! coloursfest ahoy xo,-1
_ good morning - ` early ! feel enthused design life ? thank manic phrase,1
yess ! rocket moon go warp !,0
wake up.and get flu,-1
burn tongue ton soup,0
"weather ` .. ugh , something like asthma . , yeah , ventolin .",-1
no pre make jelly bradie,0
anyone else problem follow unfollowe peep ? go week !,-1
"kind miss certain someone already . , never get see .",0
need make new video,0
"hey peter , thank follow . many sydney pastor tweet ! ! shame no bris pastor twitter ; ` behind .",0
"planning week , go good , go get lot stuff do",1
yay ! finally get trip away home ! exciting ! 2 go shop bit ?,1
